2024-05-08 08:21:35,361 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-08 08:21:35,428 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-08 08:21:35,429 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-05-08 08:21:35,430 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-05-08 08:21:35,432 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-08 08:21:35,432 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-08 08:21:35,432 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-08 08:21:35,433 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-08 08:21:35,435 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-08 08:21:35,436 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-08 08:21:35,436 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-08 08:21:35,479 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-08 08:54:49,888 INFO  SwAddin.cs: 294 - Assembly export called for file IRON-X PRO TESR THESIS
2024-05-08 08:54:49,892 INFO  SwAddin.cs: 305 - A rebuild is required
2024-05-08 08:54:49,892 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-08 08:54:52,160 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-08 08:54:52,172 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from IRON-X PRO TESR THESIS
2024-05-08 08:54:52,177 INFO  ExportHelperExtension.cs: 1136 - Found 344 in IRON-X PRO TESR THESIS
2024-05-08 08:54:52,179 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in IRON-X PRO TESR THESIS
2024-05-08 08:54:52,179 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-08 08:54:52,181 INFO  ExportHelperExtension.cs: 1160 - 120 components to check
2024-05-08 08:54:52,182 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Mecanum Wheel 1.2-2
2024-05-08 08:54:52,182 INFO  ExportHelperExtension.cs: 1136 - Found 117 in Mecanum Wheel 1.2-2
2024-05-08 08:54:52,183 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Mecanum Wheel 1.2-2
2024-05-08 08:54:52,183 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Jetson nano-1
2024-05-08 08:54:52,183 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Jetson nano-1
2024-05-08 08:54:52,184 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Jetson nano-1
2024-05-08 08:54:52,184 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Mecanum Wheel 1.2-1
2024-05-08 08:54:52,184 INFO  ExportHelperExtension.cs: 1136 - Found 117 in Mecanum Wheel 1.2-1
2024-05-08 08:54:52,185 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Mecanum Wheel 1.2-1
2024-05-08 08:54:52,185 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from realsense_assem-1
2024-05-08 08:54:52,185 INFO  ExportHelperExtension.cs: 1136 - Found 41 in realsense_assem-1
2024-05-08 08:54:52,186 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in realsense_assem-1
2024-05-08 08:54:52,186 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from IRON-X PRO TESR THESIS
2024-05-08 08:54:52,187 INFO  ExportHelperExtension.cs: 1136 - Found 344 in IRON-X PRO TESR THESIS
2024-05-08 08:54:52,187 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in IRON-X PRO TESR THESIS
2024-05-08 08:54:52,188 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-08 08:54:52,188 INFO  ExportHelperExtension.cs: 1160 - 120 components to check
2024-05-08 08:54:52,188 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Mecanum Wheel 1.2-2
2024-05-08 08:54:52,189 INFO  ExportHelperExtension.cs: 1136 - Found 117 in Mecanum Wheel 1.2-2
2024-05-08 08:54:52,189 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Mecanum Wheel 1.2-2
2024-05-08 08:54:52,189 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Jetson nano-1
2024-05-08 08:54:52,190 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Jetson nano-1
2024-05-08 08:54:52,190 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Jetson nano-1
2024-05-08 08:54:52,191 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Mecanum Wheel 1.2-1
2024-05-08 08:54:52,191 INFO  ExportHelperExtension.cs: 1136 - Found 117 in Mecanum Wheel 1.2-1
2024-05-08 08:54:52,191 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Mecanum Wheel 1.2-1
2024-05-08 08:54:52,192 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from realsense_assem-1
2024-05-08 08:54:52,192 INFO  ExportHelperExtension.cs: 1136 - Found 41 in realsense_assem-1
2024-05-08 08:54:52,192 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in realsense_assem-1
2024-05-08 08:54:52,963 INFO  SwAddin.cs: 339 - Loading config tree
2024-05-08 08:54:52,967 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-05-08 08:54:52,971 INFO  SwAddin.cs: 344 - Showing property manager
2024-05-08 08:58:24,603 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-08 08:59:36,677 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
